stage,step,train_total,train_pde,train_ic,train_bc,train_data,val_total,val_pde,val_ic,val_bc,val_data,val_rmse
adam,1,5.415890216827393,0.0,2.650177240371704,0.9279976487159729,1.8377152681350708,5.759158134460449,0.0,2.582245111465454,1.0993318557739258,2.0775809288024902,1.4413816041570984
adam,10,4.376334190368652,0.0,2.072826385498047,0.9279976487159729,1.3755100965499878,4.698027610778809,0.0,2.0136170387268066,1.0993318557739258,1.5850787162780762,1.2589990930410062
adam,20,3.411367893218994,0.0,1.5280665159225464,0.9279976487159729,0.9553037285804749,3.711831569671631,0.0,1.479464054107666,1.0993318557739258,1.133035659790039,1.064441477860591
adam,30,2.6528615951538086,0.0,1.0900503396987915,0.9279976487159729,0.634813666343689,2.934168577194214,0.0,1.052014946937561,1.0993318557739258,0.7828218340873718,0.8847721933285267
adam,40,2.0883593559265137,0.0,0.7540540099143982,0.9279976487159729,0.40630778670310974,2.351832389831543,0.0,0.7256361246109009,1.0993318557739258,0.5268645286560059,0.7258543439671666
adam,50,1.6910158395767212,0.0,0.50771564245224,0.9279976487159729,0.2553025484085083,1.9376256465911865,0.0,0.48739978671073914,1.0993318557739258,0.35089394450187683,0.5923630175001448
adam,60,1.42698073387146,0.0,0.33470532298088074,0.9279976487159729,0.16427774727344513,1.6577544212341309,0.0,0.32077348232269287,1.0993318557739258,0.23764903843402863,0.4874926034659691
adam,70,1.2618471384048462,0.0,0.21798443794250488,0.9279976487159729,0.11586514115333557,1.4781197309494019,0.0,0.20879019796848297,1.0993318557739258,0.1699976623058319,0.4123077276814393
adam,80,1.1650470495224,0.0,0.1420583873987198,0.9279976487159729,0.09499094635248184,1.3685294389724731,0.0,0.13619191944599152,1.0993318557739258,0.13300563395023346,0.3646993747598609
adam,90,1.1121373176574707,0.0,0.09418874233961105,0.9279976487159729,0.08995086699724197,1.3048412799835205,0.0,0.09054786711931229,1.0993318557739258,0.11496149748563766,0.33905972554350605
adam,100,1.085342288017273,0.0,0.06474767625331879,0.9279976487159729,0.09259699285030365,1.269411563873291,0.0,0.06253476440906525,1.0993318557739258,0.10754485428333282,0.32794032122222
adam,110,1.0728719234466553,0.0,0.04697215557098389,0.9279976487159729,0.0979020893573761,1.2503900527954102,0.0,0.04564797133207321,1.0993318557739258,0.10541023313999176,0.32466942131958126
adam,120,1.0675981044769287,0.0,0.03639610484242439,0.9279976487159729,0.10320437699556351,1.2404252290725708,0.0,0.0356149859726429,1.0993318557739258,0.10547836869955063,0.32477433503827025
adam,130,1.0656054019927979,0.0,0.03020429238677025,0.9279976487159729,0.1074034571647644,1.235275387763977,0.0,0.029752787202596664,1.0993318557739258,0.10619080066680908,0.3258692999759399
adam,140,1.0649511814117432,0.0,0.026669900864362717,0.9279976487159729,0.11028366535902023,1.2326381206512451,0.0,0.026417843997478485,1.0993318557739258,0.10688838362693787,0.3269378895553984
adam,150,1.0647742748260498,0.0,0.024738864973187447,0.9279976487159729,0.11203774064779282,1.2313127517700195,0.0,0.024606429040431976,1.0993318557739258,0.10737444460391998,0.3276804000911864
adam,160,1.0647395849227905,0.0,0.02376100793480873,0.9279976487159729,0.1129809021949768,1.230680227279663,0.0,0.0236984733492136,1.0993318557739258,0.10764991492033005,0.32810046467557774
adam,170,1.0647368431091309,0.0,0.02332977205514908,0.9279976487159729,0.1134093701839447,1.230413794517517,0.0,0.02330591343343258,1.0993318557739258,0.10777603089809418,0.32829259951770795
adam,180,1.0647375583648682,0.0,0.02319096028804779,0.9279976487159729,0.11354898661375046,1.230333685874939,0.0,0.02318662218749523,1.0993318557739258,0.107815220952034,0.3283522817828955
adam,190,1.0647375583648682,0.0,0.02319127321243286,0.9279976487159729,0.11354868113994598,1.2303394079208374,0.0,0.023195117712020874,1.0993318557739258,0.10781241953372955,0.32834801588212703
adam,200,1.0647372007369995,0.0,0.02324257418513298,0.9279976487159729,0.11349697411060333,1.2303752899169922,0.0,0.023248516023159027,1.0993318557739258,0.10779483616352081,0.32832123928177537
adam,210,1.0647369623184204,0.0,0.02330009825527668,0.9279976487159729,0.1134391501545906,1.2304134368896484,0.0,0.023305324837565422,1.0993318557739258,0.1077762320637703,0.32829290589924465
adam,220,1.0647367238998413,0.0,0.02334558591246605,0.9279976487159729,0.11339352279901505,1.230443000793457,0.0,0.023349247872829437,1.0993318557739258,0.10776189714670181,0.32827107266206357
adam,230,1.0647367238998413,0.0,0.02337503805756569,0.9279976487159729,0.11336401849985123,1.230461835861206,0.0,0.023377137258648872,1.0993318557739258,0.10775282979011536,0.32825726159540686
adam,240,1.0647367238998413,0.0,0.0233908761292696,0.9279976487159729,0.11334817856550217,1.2304717302322388,0.0,0.02339186705648899,1.0993318557739258,0.10774804651737213,0.3282499756547929
adam,250,1.0647367238998413,0.0,0.023397592827677727,0.9279976487159729,0.11334147304296494,1.230475902557373,0.0,0.023397941142320633,1.0993318557739258,0.10774607956409454,0.328246979520139
adam,260,1.0647367238998413,0.0,0.023399127647280693,0.9279976487159729,0.11333993822336197,1.2304766178131104,0.0,0.023399123921990395,1.0993318557739258,0.1077456921339035,0.32824638936918027
adam,270,1.0647367238998413,0.0,0.02339841239154339,0.9279976487159729,0.11334064602851868,1.2304761409759521,0.0,0.023398268967866898,1.0993318557739258,0.10774596035480499,0.3282467979353416
adam,280,1.0647367238998413,0.0,0.023396970704197884,0.9279976487159729,0.11334208399057388,1.2304751873016357,0.0,0.023396793752908707,1.0993318557739258,0.10774645209312439,0.32824754697198333
adam,290,1.0647367238998413,0.0,0.023395638912916183,0.9279976487159729,0.11334341019392014,1.2304742336273193,0.0,0.023395558819174767,1.0993318557739258,0.10774684697389603,0.3282481484698673
adam,300,1.0647367238998413,0.0,0.023395143449306488,0.9279976487159729,0.11334392428398132,1.2304738759994507,0.0,0.023395100608468056,1.0993318557739258,0.10774700343608856,0.32824838679891266
adam,310,1.0647367238998413,0.0,0.023394938558340073,0.9279976487159729,0.11334411054849625,1.2304738759994507,0.0,0.023394903168082237,1.0993318557739258,0.10774706304073334,0.3282484775908844
adam,320,1.0647367238998413,0.0,0.023394810035824776,0.9279976487159729,0.1133442372083664,1.2304737567901611,0.0,0.023394813761115074,1.0993318557739258,0.10774710029363632,0.328248534335854
adam,330,1.0647367238998413,0.0,0.02339479699730873,0.9279976487159729,0.11334427446126938,1.2304737567901611,0.0,0.023394789546728134,1.0993318557739258,0.10774710029363632,0.328248534335854
adam,340,1.0647367238998413,0.0,0.02339479699730873,0.9279976487159729,0.11334427446126938,1.2304737567901611,0.0,0.023394789546728134,1.0993318557739258,0.10774710029363632,0.328248534335854
adam,350,1.0647367238998413,0.0,0.02339477650821209,0.9279976487159729,0.11334428936243057,1.2304737567901611,0.0,0.02339477650821209,1.0993318557739258,0.10774710774421692,0.32824854568484674
adam,360,1.0647367238998413,0.0,0.02339477650821209,0.9279976487159729,0.11334428936243057,1.2304737567901611,0.0,0.02339477650821209,1.0993318557739258,0.10774710774421692,0.32824854568484674
adam,370,1.0647367238998413,0.0,0.02339477650821209,0.9279976487159729,0.11334428936243057,1.2304737567901611,0.0,0.02339477650821209,1.0993318557739258,0.10774710774421692,0.32824854568484674
adam,380,1.0647367238998413,0.0,0.02339477650821209,0.9279976487159729,0.11334428936243057,1.2304737567901611,0.0,0.02339477650821209,1.0993318557739258,0.10774710774421692,0.32824854568484674
adam,390,1.0647367238998413,0.0,0.02339477650821209,0.9279976487159729,0.11334428936243057,1.2304737567901611,0.0,0.02339477650821209,1.0993318557739258,0.10774710774421692,0.32824854568484674
adam,400,1.0647367238998413,0.0,0.02339477650821209,0.9279976487159729,0.11334428936243057,1.2304737567901611,0.0,0.02339477650821209,1.0993318557739258,0.10774710774421692,0.32824854568484674
adam,410,1.0647367238998413,0.0,0.02339477650821209,0.9279976487159729,0.11334428936243057,1.2304737567901611,0.0,0.02339477650821209,1.0993318557739258,0.10774710774421692,0.32824854568484674
adam,420,1.0647367238998413,0.0,0.02339477650821209,0.9279976487159729,0.11334428936243057,1.2304737567901611,0.0,0.02339477650821209,1.0993318557739258,0.10774710774421692,0.32824854568484674
adam,430,1.0647367238998413,0.0,0.02339477650821209,0.9279976487159729,0.11334428936243057,1.2304737567901611,0.0,0.02339477650821209,1.0993318557739258,0.10774710774421692,0.32824854568484674
adam,440,1.0647367238998413,0.0,0.02339477650821209,0.9279976487159729,0.11334428936243057,1.2304737567901611,0.0,0.02339477650821209,1.0993318557739258,0.10774710774421692,0.32824854568484674
