stage,step,train_total,train_pde,train_ic,train_bc,train_data,val_total,val_pde,val_ic,val_bc,val_data,val_rmse
adam,1,1.746575951576233,0.0,0.5427550673484802,0.9279976487159729,0.2758232653141022,1.9802125692367554,0.0,0.5122539401054382,1.0993318557739258,0.36862674355506897,0.6071463938417727
adam,10,1.38034987449646,0.0,0.30261850357055664,0.9279976487159729,0.14973381161689758,1.5927530527114868,0.0,0.2809077799320221,1.0993318557739258,0.21251347661018372,0.46099184006897964
adam,20,1.151793360710144,0.0,0.1307244449853897,0.9279976487159729,0.09307120740413666,1.3436498641967773,0.0,0.11882304400205612,1.0993318557739258,0.12549489736557007,0.3542525897796233
adam,30,1.0728527307510376,0.0,0.04706175625324249,0.9279976487159729,0.09779336303472519,1.246963620185852,0.0,0.04233453795313835,1.0993318557739258,0.1052972599864006,0.32449539285851287
adam,40,1.0652804374694824,0.0,0.018129192292690277,0.9279976487159729,0.11915367841720581,1.2267756462097168,0.0,0.016883868724107742,1.0993318557739258,0.11055992543697357,0.3325055269269574
adam,50,1.0680482387542725,0.0,0.012409655377268791,0.9279976487159729,0.12764090299606323,1.225341796875,0.0,0.012432671152055264,1.0993318557739258,0.11357729136943817,0.33701230151055045
adam,60,1.066333293914795,0.0,0.01526140421628952,0.9279976487159729,0.12307429313659668,1.2263152599334717,0.0,0.015773436054587364,1.0993318557739258,0.1112099289894104,0.33348152720864527
adam,70,1.0647740364074707,0.0,0.020757196471095085,0.9279976487159729,0.11601923406124115,1.2291040420532227,0.0,0.021268649026751518,1.0993318557739258,0.10850360989570618,0.32939886140620794
adam,80,1.0646543502807617,0.0,0.024582667276263237,0.9279976487159729,0.11207395792007446,1.2314395904541016,0.0,0.02478482387959957,1.0993318557739258,0.10732290148735046,0.3276017421921783
lbfgs,40,1.064622163772583,0.0,0.0233440063893795,0.9279976487159729,0.11328059434890747,1.23043954372406,0.0,0.023344002664089203,1.0993318557739258,0.10776359587907791,0.32827366004460046
