step,total,pde,ic,bc,bc_monitor,data,rmse_data,grad_norm,elapsed_s,val_total,val_pde,val_ic,val_bc,val_data,val_rmse_data,gen_gap_rmse_data
1,3.310915946960449,0.007792114745825529,0.4977901875972748,1.6547752618789673,0.0,1.1505584716796875,1.0726408866343327,39.4067484596886,0.28999853134155273,1.358808994293213,0.004863023292273283,0.05659240111708641,1.175963044166565,0.12139053642749786,0.3484114470385522,-0.7242294395957805
2,1.4752181768417358,0.0048350864090025425,0.05659240111708641,1.1348191499710083,0.0,0.27897152304649353,0.5281775487906444,9.696207401922496,0.7979977130889893,nan,nan,nan,nan,nan,nan,nan
3,1.5837674140930176,0.003514358540996909,0.244951069355011,1.2204465866088867,0.0,0.11485545337200165,0.3389033097684377,17.072725461518363,1.053997278213501,nan,nan,nan,nan,nan,nan,nan
4,1.8798223733901978,0.004050596617162228,0.4225880801677704,1.297422170639038,0.0,0.15576161444187164,0.3946664597376773,24.737369184059244,1.3126506805419922,nan,nan,nan,nan,nan,nan,nan
5,1.6605799198150635,0.005560257006436586,0.36159926652908325,1.1684895753860474,0.0,0.12493084371089935,0.3534555753003471,21.77269175350302,1.5786502361297607,nan,nan,nan,nan,nan,nan,nan
6,1.2711941003799438,0.007749510463327169,0.19872049987316132,0.9799081683158875,0.0,0.08481588214635849,0.2912316640517622,13.25834877963367,1.843876838684082,nan,nan,nan,nan,nan,nan,nan
7,1.0632404088974,0.010294328443706036,0.07094842195510864,0.8617780208587646,0.0,0.1202196553349495,0.34672706172860157,4.154668824165814,2.13787579536438,nan,nan,nan,nan,nan,nan,nan
8,1.12235426902771,0.012499547563493252,0.029538404196500778,0.8454129695892334,0.0,0.23490329086780548,0.48466822762360384,8.705312662512247,2.4068756103515625,nan,nan,nan,nan,nan,nan,nan
9,1.257494568824768,0.013528993353247643,0.04024777188897133,0.8701429963111877,0.0,0.3335748016834259,0.5775593490572427,14.576562415004842,2.6568753719329834,nan,nan,nan,nan,nan,nan,nan
10,1.2869741916656494,0.013053939677774906,0.04566828906536102,0.8613372445106506,0.0,0.36691468954086304,0.605734834346567,16.4120183963941,2.923874855041504,nan,nan,nan,nan,nan,nan,nan
11,1.1453568935394287,0.01132501196116209,0.030169470235705376,0.8006600737571716,0.0,0.303202360868454,0.550638139678368,14.071623291238582,3.1674253940582275,nan,nan,nan,nan,nan,nan,nan
12,0.9466505646705627,0.008897753432393074,0.018326647579669952,0.7201893925666809,0.0,0.19923675060272217,0.44635944103684216,8.881167570106978,3.444425106048584,nan,nan,nan,nan,nan,nan,nan
13,0.8186777234077454,0.0064102704636752605,0.039317984133958817,0.6609148383140564,0.0,0.11203459650278091,0.3347156950350266,2.905436300681452,3.689424753189087,nan,nan,nan,nan,nan,nan,nan
14,0.8065884709358215,0.004406646825373173,0.09788133949041367,0.6409453749656677,0.0,0.06335506588220596,0.2517043223351676,5.496890074370557,3.944424867630005,nan,nan,nan,nan,nan,nan,nan
15,0.8715852499008179,0.003156948834657669,0.1651899814605713,0.6441653966903687,0.0,0.05907291918992996,0.24304921145712438,10.291820797733266,4.200423717498779,nan,nan,nan,nan,nan,nan,nan
16,0.9005864262580872,0.0025628202129155397,0.19982104003429413,0.6376926898956299,0.0,0.06050988659262657,0.2459875740614281,12.346514347069277,4.455423831939697,nan,nan,nan,nan,nan,nan,nan
17,0.8473619222640991,0.0023429139982908964,0.18333809077739716,0.6058297753334045,0.0,0.055851154029369354,0.23632848755359426,11.103053015269177,4.715423822402954,nan,nan,nan,nan,nan,nan,nan
18,0.7509608268737793,0.0022952009458094835,0.13224127888679504,0.5625855326652527,0.0,0.053838878870010376,0.23203206431441836,7.467741894766741,4.963423490524292,nan,nan,nan,nan,nan,nan,nan
19,0.6827667951583862,0.0023648925125598907,0.07857075333595276,0.5334373712539673,0.0,0.06839379668235779,0.2615220768546277,2.8657851677531494,5.2064220905303955,nan,nan,nan,nan,nan,nan,nan
20,0.6821544766426086,0.00253276526927948,0.04611953720450401,0.5305730104446411,0.0,0.10292915254831314,0.32082573548316407,4.5283812070443,5.459422588348389,nan,nan,nan,nan,nan,nan,nan
21,0.7149054408073425,0.002689313143491745,0.03604729101061821,0.5404208898544312,0.0,0.13574795424938202,0.3684398923153979,8.278576320555768,5.729421377182007,nan,nan,nan,nan,nan,nan,nan
22,0.7266972064971924,0.0027222279459238052,0.03462684527039528,0.5372368693351746,0.0,0.15211127698421478,0.39001445740410035,9.881831550160152,5.9984211921691895,nan,nan,nan,nan,nan,nan,nan
23,0.6705472469329834,0.002733705099672079,0.034841835498809814,0.5087758898735046,0.0,0.12419583648443222,0.35241429665158625,8.306082766340793,6.245002746582031,nan,nan,nan,nan,nan,nan,nan
24,0.6007612943649292,0.003078031586483121,0.044674742966890335,0.4671086072921753,0.0,0.08589987456798553,0.2930868038107235,4.536906666836152,6.4800026416778564,nan,nan,nan,nan,nan,nan,nan
25,0.5653794407844543,0.004092530347406864,0.07403144985437393,0.43309950828552246,0.0,0.05415593832731247,0.23271428475130715,1.0499120974149685,6.728001832962036,nan,nan,nan,nan,nan,nan,nan
26,0.5821752548217773,0.005733071826398373,0.11678949743509293,0.41647636890411377,0.0,0.043176278471946716,0.2077890239448338,5.286651863747536,6.983001947402954,nan,nan,nan,nan,nan,nan,nan
27,0.6055410504341125,0.007439746987074614,0.1481931060552597,0.40887829661369324,0.0,0.04102989658713341,0.20255837822004155,7.879735300274295,7.231001138687134,nan,nan,nan,nan,nan,nan,nan
28,0.6021504998207092,0.008540918119251728,0.14735625684261322,0.3989505171775818,0.0,0.04730276018381119,0.21749197728608563,7.78364223365112,7.50800085067749,nan,nan,nan,nan,nan,nan,nan
29,0.5617979168891907,0.008744864724576473,0.11751576513051987,0.38965943455696106,0.0,0.04587789997458458,0.21419126960402607,4.799154866451353,7.784000873565674,nan,nan,nan,nan,nan,nan,nan
30,0.5350008010864258,0.008325788192451,0.08190345764160156,0.39266160130500793,0.0,0.052109986543655396,0.2282761190831301,1.3554937208486715,8.033000946044922,nan,nan,nan,nan,nan,nan,nan
31,0.5458185076713562,0.00783977285027504,0.05940210819244385,0.40880289673805237,0.0,0.06977372616529465,0.26414716762686413,4.337705017700544,8.280999660491943,nan,nan,nan,nan,nan,nan,nan
32,0.562211811542511,0.007828046567738056,0.05220400542020798,0.42156165838241577,0.0,0.08061810582876205,0.28393327707185373,6.842406446303574,8.528998851776123,nan,nan,nan,nan,nan,nan,nan
33,0.5554044246673584,0.0086857620626688,0.054189641028642654,0.4143555760383606,0.0,0.07817348837852478,0.27959522238143625,6.421647072054194,8.786999464035034,nan,nan,nan,nan,nan,nan,nan
34,0.5234966278076172,0.010620699264109135,0.06508929282426834,0.3904851973056793,0.0,0.05730145797133446,0.23937722943365866,3.5647992470862495,9.06199860572815,nan,nan,nan,nan,nan,nan,nan
35,0.5088322758674622,0.013480273075401783,0.08788007497787476,0.3668196201324463,0.0,0.0406523197889328,0.20162420437272108,0.7287942701694963,9.34099793434143,nan,nan,nan,nan,nan,nan,nan
36,0.5233861804008484,0.016454754397273064,0.11496713757514954,0.3543779253959656,0.0,0.037586379796266556,0.19387207069680396,4.263368907961057,9.59599757194519,nan,nan,nan,nan,nan,nan,nan
