run_id,timestamp_utc,architecture,loss_weights,sample_counts,final_total_loss,final_pde_loss,final_ic_loss,final_bc_loss,final_data_loss,final_val_rmse,relative_l2_error,wall_clock_time_s,train_case_ids,heldout_case_ids
20260223_144236,2026-02-23T14:42:41.113841+00:00,"MLP(hidden=20, layers=2, activation=tanh)","{""pde"": 1.0, ""ic"": 1.0, ""bc"": 1.0, ""data"": 1.0}","{""train_collocation"": 7200, ""train_ic"": 306, ""train_bc"": 6006, ""train_data"": 24504, ""val_collocation"": 600, ""val_ic"": 102, ""val_bc"": 2002, ""val_data"": 102102}",1.23043954372406,0.0,0.023344002664089203,1.0993318557739258,0.10776359587907791,0.31091374158859253,0.7636508442548934,0.7971296310424805,const_10000;const_15000;const_5000;offset_sine_1;sine_A10000_T100;sine_A10000_T50,sine_A5000_T100;sine_A5000_T50
20260223_144348,2026-02-23T14:43:52.562497+00:00,"MLP(hidden=20, layers=2, activation=tanh)","{""pde"": 1.0, ""ic"": 1.0, ""bc"": 1.0, ""data"": 1.0}","{""train_collocation"": 7200, ""train_ic"": 306, ""train_bc"": 6006, ""train_data"": 24504, ""val_collocation"": 600, ""val_ic"": 102, ""val_bc"": 2002, ""val_data"": 102102}",1.23043954372406,0.0,0.02334398403763771,1.0993318557739258,0.1077636182308197,0.3109137713909149,0.7636508638567358,2.1746814250946045,const_10000;const_15000;const_5000;offset_sine_1;sine_A10000_T100;sine_A10000_T50,sine_A5000_T100;sine_A5000_T50
20260223_144348,2026-02-23T14:47:18.084445+00:00,"MLP(hidden=20, layers=2, activation=tanh)","{""pde"": 1.0, ""ic"": 1.0, ""bc"": 1.0, ""data"": 1.0}","{""train_collocation"": 36000, ""train_ic"": 306, ""train_bc"": 6006, ""train_data"": 76572, ""val_collocation"": 3000, ""val_ic"": 102, ""val_bc"": 2002, ""val_data"": 102102}",1.2304736375808716,0.0,0.023394722491502762,1.0993318557739258,0.10774711519479752,0.3108339011669159,0.7634546373928187,151.7961666584015,const_10000;const_15000;const_5000;offset_sine_1;sine_A10000_T100;sine_A10000_T50,sine_A5000_T100;sine_A5000_T50
20260223_150327,2026-02-23T15:03:31.645190+00:00,"MLP(hidden=20, layers=2, activation=tanh)","{""pde"": 1.0, ""ic"": 1.0, ""bc"": 1.0, ""data"": 1.0}","{""train_collocation"": 7200, ""train_ic"": 306, ""train_bc"": 6006, ""train_data"": 24504, ""val_collocation"": 600, ""val_ic"": 102, ""val_bc"": 2002, ""val_data"": 102102}",1.2304394245147705,0.0,0.023344067856669426,1.0993318557739258,0.10776358842849731,0.310913622379303,0.7636505321129252,2.019216537475586,const_10000;const_15000;const_5000;offset_sine_1;sine_A10000_T100;sine_A10000_T50,sine_A5000_T100;sine_A5000_T50
20260223_150339,2026-02-23T15:06:13.662391+00:00,"MLP(hidden=20, layers=2, activation=tanh)","{""pde"": 1.0, ""ic"": 1.0, ""bc"": 1.0, ""data"": 1.0}","{""train_collocation"": 36000, ""train_ic"": 306, ""train_bc"": 6006, ""train_data"": 76572, ""val_collocation"": 3000, ""val_ic"": 102, ""val_bc"": 2002, ""val_data"": 102102}",1.2304736375808716,0.0,0.02339470200240612,1.0993318557739258,0.10774713009595871,0.3108339309692383,0.7634546373928187,152.177410364151,const_10000;const_15000;const_5000;offset_sine_1;sine_A10000_T100;sine_A10000_T50,sine_A5000_T100;sine_A5000_T50
