stage,step,train_total,train_pde,train_ic,train_bc,train_data,val_total,val_pde,val_ic,val_bc,val_data,val_rmse
adam,1,1.8322134017944336,0.0,0.5964460968971252,0.9279976487159729,0.30776965618133545,2.07019305229187,0.0,0.5644510984420776,1.0993318557739258,0.40641000866889954,0.6375029479687914
adam,10,1.4391268491744995,0.0,0.34282606840133667,0.9279976487159729,0.16830317676067352,1.6558506488800049,0.0,0.31961411237716675,1.0993318557739258,0.23690460622310638,0.486728472788583
adam,20,1.1821396350860596,0.0,0.1561741977930069,0.9279976487159729,0.09796780347824097,1.3782601356506348,0.0,0.1428673267364502,1.0993318557739258,0.13606099784374237,0.3688644708341295
adam,30,1.0815485715866089,0.0,0.059918347746133804,0.9279976487159729,0.0936325415968895,1.2596948146820068,0.0,0.05416505038738251,1.0993318557739258,0.10619790852069855,0.325880205782276
adam,40,1.0646239519119263,0.0,0.023067282512784004,0.9279976487159729,0.11355897039175034,1.2291226387023926,0.0,0.021299002692103386,1.0993318557739258,0.10849182307720184,0.3293809695128148
adam,50,1.0672556161880493,0.0,0.01357244048267603,0.9279976487159729,0.12568551301956177,1.2255380153656006,0.0,0.013343132100999355,1.0993318557739258,0.11286302655935287,0.33595092879668137
adam,60,1.0667718648910522,0.0,0.014400613494217396,0.9279976487159729,0.12437359988689423,1.225951910018921,0.0,0.014766075648367405,1.0993318557739258,0.11185400187969208,0.33444581306945986
adam,70,1.0650683641433716,0.0,0.0190031286329031,0.9279976487159729,0.11806757003068924,1.2280778884887695,0.0,0.01950244978070259,1.0993318557739258,0.10924363136291504,0.3305202434994187
adam,80,1.064622402191162,0.0,0.023269489407539368,0.9279976487159729,0.11335521936416626,1.2305908203125,0.0,0.023567430675029755,1.0993318557739258,0.10769154131412506,0.32816389398306
lbfgs,40,1.064622163772583,0.0,0.023344065994024277,0.9279976487159729,0.1132805347442627,1.2304394245147705,0.0,0.023344067856669426,1.0993318557739258,0.10776358842849731,0.32827364869647596
