step,total,pde,ic,bc,bc_left,bc_right,bc_left_rmse,bc_right_rmse,bc_monitor,data,rmse_data,grad_norm,elapsed_s,val_total,val_pde,val_ic,val_bc,val_bc_left,val_bc_right,val_bc_left_rmse,val_bc_right_rmse,val_data,val_rmse_data,gen_gap_rmse_data
1,1.5535216331481934,0.705129861831665,0.009786931797862053,0.672206461429596,0.0,0.672206461429596,0.0,0.8198819756507874,0.0,0.16639843583106995,0.40791964384063434,12.911510900410276,0.1199955940246582,0.7891435623168945,0.37634554505348206,0.025411086156964302,0.30756738781929016,0.0,0.30756738781929016,0.0,0.5545876026153564,0.07981953024864197,0.282523503887096,-0.12539613995353832
2,1.0270023345947266,0.5767839550971985,0.013810775242745876,0.35373541712760925,0.0,0.35373541712760925,0.0,0.5947566032409668,0.0,0.08267229795455933,0.28752790813164436,8.591421091905536,0.473419189453125,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3,0.7167211174964905,0.44935351610183716,0.051500674337148666,0.17390400171279907,0.0,0.17390400171279907,0.0,0.41701799631118774,0.0,0.04196289926767349,0.20484847880243948,5.310043070898773,0.6054143905639648,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4,0.5741136074066162,0.3264524042606354,0.10660813748836517,0.106655053794384,0.0,0.106655053794384,0.0,0.32658085227012634,0.0,0.03439803794026375,0.18546708047592636,4.11048989240939,0.7434103488922119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5,0.5108981728553772,0.2162645012140274,0.15588712692260742,0.10221368074417114,0.0,0.10221368074417114,0.0,0.3197087347507477,0.0,0.03653290122747421,0.19113581879771832,4.588273856909889,0.8905022144317627,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6,0.46834397315979004,0.1278563290834427,0.18388798832893372,0.11312377452850342,0.0,0.11312377452850342,0.0,0.3363387882709503,0.0,0.043475862592458725,0.20850866311129312,5.032891018920568,1.035496711730957,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7,0.4097193777561188,0.06465304642915726,0.18751467764377594,0.11708851903676987,0.0,0.11708851903676987,0.0,0.3421820104122162,0.0,0.04046310856938362,0.20115443959650411,4.825053769502028,1.1597514152526855,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8,0.34751665592193604,0.02554452046751976,0.1718793362379074,0.11293604969978333,0.0,0.11293604969978333,0.0,0.3360596001148224,0.0,0.03715677186846733,0.1927609189344856,4.026469074916004,1.3057465553283691,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9,0.29603254795074463,0.007322621066123247,0.14486859738826752,0.10880593955516815,0.0,0.10880593955516815,0.0,0.3298574388027191,0.0,0.0350353866815567,0.18717742033043597,2.812913808840475,1.4347422122955322,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10,0.2694868743419647,0.0057622152380645275,0.11428158730268478,0.11320091038942337,0.0,0.11320091038942337,0.0,0.3364534378051758,0.0,0.03624216467142105,0.19037374995366627,1.4685792596926042,1.5537374019622803,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
